reference,Category,NCSP Category (Search output),Parameter  (Search output),First,Second,Sub-category,reference,category,type,subject,date,notifying_country,classification,risk_decision,distribution,forAttention,forFollowUp,operator,origin,hazards,Food Search Output (Code),Food Search Output (Description),Number of alerts,COMMENT ON FOOD CLASSIFICATION,COMMENT ON PARAMETER CLASSIFICATION,Amended FoodEx2 Code,Amended FoodEx2 Description
2023.5494,Contaminants,Iodine,Iodine,iodine,,Metals and other elements,2023.5494,fruits and vegetables,food,"High iodine content in dried seaweed from the Republic of Korea, via the Netherlands",14-08-2023 12:45:24,Germany,alert notification,serious,Germany,INFOSAN,"Germany,Netherlands","Germany,Netherlands,South Korea",South Korea,iodine  high content,A00VA,Algae and prokaryotes organisms,1,,,,
2024.3954,Contaminants,Nitrate (Contaminant),Nitrate,nitrate,,Other contaminants,2024.3954,fruits and vegetables,food,Nitrates in arugula from Italy,21-05-2024 16:50:07,Poland,information notification for attention,not serious,Poland,"Italy,Poland",Italy,"Italy,Poland",Italy,nitrate  too high content,A00LN,Roman rocket,1,,,,
2023.8491,Contaminants,Nitrate (Contaminant),Nitrate,nitrate,,Other contaminants,2023.8491,fruits and vegetables,food,Too high content of nitrate in spinach from Italy via Sweden,11-12-2023 10:41:33,Finland,information notification for attention,not serious,Sweden,"Italy,Sweden",,"Finland,Italy,Sweden",Italy,nitrate  too high content,A00MJ,Spinaches,1,,,,
2024.2516,Contaminants,Perchlorate,Perchlorate,perchlorate,,Other contaminants,2024.2516,fruits and vegetables,food,Perchlorate 0.087 ppm  in Huai Shon (wild yam) from China,29-03-2024 16:13:42,Netherlands,alert notification,potentially serious,"Austria,Belgium,France,Germany,Hungary,Ireland,Luxembourg,Slovakia",INFOSAN,"Austria,Belgium,China,France,Germany,Hungary,Ireland,Luxembourg,Slovakia","China,Netherlands",China,perchlorate,A04JY,Yams and similar-,1,,,,
2023.7456,Contaminants,Perchlorate,Perchlorate,perchlorate,,Other contaminants,2023.7456,fruits and vegetables,food,Perchlorate in radish from the Netherlands,31-10-2023 17:55:46,Netherlands,information notification for follow-up,potential risk,"Estonia,Italy,Latvia",Netherlands,,"Latvia,Netherlands",Netherlands,perchlorate,A00QV,Radishes,1,,,,
2024.4818,Contaminants,PAHs,PAH4/Benzo(a)pyrene,benzo.a.|polycyclic|PAH,,Processing contaminants,2024.4818,fish and fish products,food,Benzo(a)pyrene and polycyclic aromatic hydrocarbons (PAHs) in smoked fish from Ghana,24-06-2024 10:52:35,Belgium,border rejection notification,not serious,,,,"Belgium,Germany,Ghana",Ghana,"benzo(a)pyrene  ,polycyclic aromatic hydrocarbons sum of",A0EYS,Smoked fish,1,,,,
2024.4392,Contaminants,PAHs,PAH4/Benzo(a)pyrene,benzo.a.|polycyclic|PAH,,Processing contaminants,2024.4392,herbs and spices,food,Benzo(a)pyrene and unauthorized substance anthraquinone in black pepper from Türkiye,06-06-2024 16:19:24,Germany,alert notification,potentially serious,"Austria,Belgium,France,Germany,Switzerland",,Türkiye,"Germany,Türkiye",Türkiye,"anthraquinone  ,benzo(a)pyrene",A019C,Black pepper,1,,,,
2024.4049,Contaminants,PAHs,PAH4/Benzo(a)pyrene,benzo.a.|polycyclic|PAH,,Processing contaminants,2024.4049,herbs and spices,food,"Fennel seed powder contaminated with Chlorpyrifos, black pepper powder contamintated with PAHs",24-05-2024 14:28:05,Switzerland,information notification for attention,serious,Switzerland,,India,"India,Switzerland",India,"chlorpyrifos  unauthorised substance,polycyclic aromatic hydrocarbons sum of",A019C,Black pepper,1,,,,
2024.2957,Contaminants,PAHs,PAH4/Benzo(a)pyrene,benzo.a.|polycyclic|PAH,,Processing contaminants,2024.2957,"soups, broths, sauces and condiments",food,PAHs in soup mix from China,12-04-2024 13:04:52,Netherlands,alert notification,serious,"Germany,Ireland,Netherlands",INFOSAN,"Germany,Ireland","China,Netherlands",China,"benzo(a)pyrene  ,polycyclic aromatic hydrocarbons heavy",A0B9J,Soups (dry mixture uncooked),1,,,,
2024.2922,Contaminants,PAHs,PAH4/Benzo(a)pyrene,benzo.a.|polycyclic|PAH,,Processing contaminants,2024.2922,herbs and spices,food,Polycyclic aromatic hydrocarbons (PAHs) in dried bay leaves from India,11-04-2024 16:32:42,Germany,alert notification,potentially serious,"Austria,Belgium,Czech Republic,Denmark,Finland,France,Germany,Hungary,Luxembourg,Netherlands,Norway,Romania,Switzerland",INFOSAN,"India,Switzerland","Denmark,France,Germany,India,Romania",India,polycyclic aromatic hydrocarbons sum of,A016Z,"Bay leaves, dry",1,,,,
2024.0481,Contaminants,PAHs,PAH4/Benzo(a)pyrene,benzo.a.|polycyclic|PAH,,Processing contaminants,2024.0481,"dietetic foods, food supplements and fortified foods",food,Polycyclic aromatic hydrocarbons (PAHs) in food supplement Spirulina from Russia,22-01-2024 17:11:20,Latvia,information notification for follow-up,potential risk,"Austria,Belgium,Czech Republic,France,Germany,Greece,Italy,Latvia,Luxembourg,Slovakia,Spain","Germany,Spain","Austria,Belgium,Czech Republic,France,Germany,Greece,Italy,Luxembourg,Slovakia,Spain","Germany,Latvia,Russia",Russia,polycyclic aromatic hydrocarbons sum of,A03ST,"Algae based formulations (e.g. Spirulina, chlorella)",1,,,,
2024.0431,Contaminants,PAHs,PAH4/Benzo(a)pyrene,benzo.a.|polycyclic|PAH,,Processing contaminants,2024.0431,fats and oils,food,PAH and benzopyren in sunflower oil from Turkey,19-01-2024 17:01:13,Denmark,information notification for attention,serious,Denmark,"INFOSAN,Türkiye",Türkiye,"Denmark,Türkiye",Türkiye,"benzo(a)pyrene  ,polycyclic aromatic hydrocarbons sum of",A037D,"Sunflower seed oil, edible",1,,,,
2024.0423,Contaminants,PAHs,PAH4/Benzo(a)pyrene,benzo.a.|polycyclic|PAH,,Processing contaminants,2024.0423,fats and oils,food,PAH(4) in coconut oil from Sri Lanka via UK,19-01-2024 15:45:32,Denmark,information notification for attention,serious,Denmark,"Denmark,INFOSAN,Sri Lanka,United Kingdom",United Kingdom,"Denmark,Sri Lanka,United Kingdom",Sri Lanka,polycyclic aromatic hydrocarbons sum of,A037M,Coconut oil/fat,1,,,,
2024.0118,Contaminants,PAHs,PAH4/Benzo(a)pyrene,benzo.a.|polycyclic|PAH,,Processing contaminants,2024.0118,herbs and spices,food,"Exceedance of maximum level for benzo(a)pyrene in black pepper from Brazil, dispatched from Türkiye",05-01-2024 15:51:59,Germany,alert notification,potentially serious,"Austria,Denmark,France,Germany,Qatar,Sweden,Türkiye","Brazil,Denmark,Germany,INFOSAN,Türkiye","Austria,Denmark,France,Sweden","Brazil,Denmark,Germany,Türkiye",Brazil,benzo(a)pyrene,A019C,Black pepper,1,,,,
2023.8841,Contaminants,PAHs,PAH4/Benzo(a)pyrene,benzo.a.|polycyclic|PAH,,Processing contaminants,2023.8841,fish and fish products,food,Benzo(a)pyrene and polycyclic aromatic hydrocarbons (PAHs) in smoked fish from Ghana,21-12-2023 15:14:01,Belgium,border rejection notification,serious,,INFOSAN,,"Belgium,Ghana",Ghana,"benzo(a)pyrene  ,polycyclic aromatic hydrocarbons sum of",A0EYS,Smoked fish,1,,,,
2023.8375,Contaminants,PAHs,PAH4/Benzo(a)pyrene,benzo.a.|polycyclic|PAH,,Processing contaminants,2023.8375,herbs and spices,food,"Non conformity; PAH's in mixed spices, from China.",05-12-2023 17:16:58,Netherlands,alert notification,serious,"Austria,France,Germany,Hungary,Slovakia,Sweden",INFOSAN,"Austria,China,France,Germany,Hungary,Slovakia,Sweden,Vietnam","Netherlands,Vietnam",China,"benzo(a)pyrene  ,polycyclic aromatic hydrocarbons sum of",A017X,Seed spices,1,,,,
2023.7935,Contaminants,PAHs,PAH4/Benzo(a)pyrene,benzo.a.|polycyclic|PAH,,Processing contaminants,2023.7935,herbs and spices,food,PAH in lovage root from Germany,16-11-2023 15:45:07,Netherlands,alert notification,serious,"Germany,Netherlands",,Germany,"Germany,Netherlands",Germany,polycyclic aromatic hydrocarbons sum of,A00QN,Lovage roots,1,,,,
2023.7831,Contaminants,PAHs,PAH4/Benzo(a)pyrene,benzo.a.|polycyclic|PAH,,Processing contaminants,2023.7831,"cocoa and cocoa preparations, coffee and tea",food,Detección de cadmio y de benzo(a)pireno por encima de los límites normativos en cacao en polvo procedente de Italia // Detection of cadmium and benzo(a)pyrene above regulatory limits in cocoa powder from Italy,13-11-2023 15:59:05,Spain,alert notification,serious,"Albania,Spain,United Kingdom","Albania,INFOSAN,Italy,Spain,Sweden,United Kingdom","Italy,Spain,Sweden","Italy,Spain",Italy,"benzo(a)pyrene  ,cadmium",A03HG,Cocoa powder,1,,,,
2023.7711,Contaminants,PAHs,PAH4/Benzo(a)pyrene,benzo.a.|polycyclic|PAH,,Processing contaminants,2023.7711,"cocoa and cocoa preparations, coffee and tea",food,exceeded level of benzo(a)pyrene and PAH in cocoa powder originating in Indonesia,09-11-2023 11:40:16,Slovakia,alert notification,serious,"Hungary,Slovakia","INFOSAN,Slovakia","Hungary,Indonesia","Hungary,Indonesia,Slovakia",Indonesia,"benzo(a)pyrene  ,polycyclic aromatic hydrocarbons sum of",A03HG,Cocoa powder,1,,,,
2023.7692,Contaminants,PAHs,PAH4/Benzo(a)pyrene,benzo.a.|polycyclic|PAH,,Processing contaminants,2023.7692,herbs and spices,food,Benzo(a)pireno e hidrocarburos aromáticos policíclicos (HAP) en pimentón dulce ecológico procedente de España//Benzo(a)pyrene and polycyclic aromatic hydrocarbons (PAHs) in organic sweet paprika from Spain,08-11-2023 16:22:13,Spain,alert notification,serious,"France,Italy,Portugal,Spain,Switzerland,United States",,"France,Italy,Portugal",Spain,Spain,"benzo(a)pyrene  ,polycyclic aromatic hydrocarbons sum of",A019L,Paprika powder,1,,,,
2023.7229,Contaminants,PAHs,PAH4/Benzo(a)pyrene,benzo.a.|polycyclic|PAH,,Processing contaminants,2023.7229,fish and fish products,food,Benzo(a)pyrene and polycyclic aromatic hydrocarbons (PAHs) in smoked fish  from Ghana,24-10-2023 14:28:01,Belgium,border rejection notification,serious,,"Belgium,Ghana,INFOSAN",,"Belgium,Germany,Ghana",Ghana,"benzo(a)pyrene  ,polycyclic aromatic hydrocarbons sum of",A0EYS,Smoked fish,1,,,,
2023.6956,Contaminants,PAHs,PAH4/Benzo(a)pyrene,benzo.a.|polycyclic|PAH,,Processing contaminants,2023.6956,cereals and bakery products,food,"Polycyclic aromatic hydrocarbons in rice cakes for infants and young children, manufactured in Belgium",13-10-2023 09:45:51,Belgium,information notification for attention,potentially serious,United Kingdom,"INFOSAN,United Kingdom",,"Belgium,United Kingdom",Belgium,polycyclic aromatic hydrocarbons sum of,A03RA,"Biscuits, rusks and cookies for children",1,,,,
2023.5896,Contaminants,PAHs,PAH4/Benzo(a)pyrene,benzo.a.|polycyclic|PAH,,Processing contaminants,2023.5896,fish and fish products,food,Benzo(a)pyrene and polycyclic aromatic hydrocarbons (PAHs) in smoked fish from Ghana,31-08-2023 10:41:47,Belgium,information notification for attention,serious,,"Ghana,INFOSAN",,"Belgium,Ghana",Ghana,"benzo(a)pyrene  ,polycyclic aromatic hydrocarbons sum of",A0EYS,Smoked fish,1,,,,
2023.5299,Contaminants,PAHs,PAH4/Benzo(a)pyrene,benzo.a.|polycyclic|PAH,,Processing contaminants,2023.5299,fish and fish products,food,Benzo(a)pyrene and polycyclic aromatic hydrocarbons (PAHs) in smoked fish from Ghana,04-08-2023 13:08:40,Belgium,information notification for attention,serious,,,Belgium,"Belgium,Ghana",Ghana,"benzo(a)pyrene  ,polycyclic aromatic hydrocarbons sum of",A0EYS,Smoked fish,1,,,,
2023.5293,Contaminants,PAHs,PAH4/Benzo(a)pyrene,benzo.a.|polycyclic|PAH,,Processing contaminants,2023.5293,"dietetic foods, food supplements and fortified foods",food,High content of lead and PAH in brahmi powder from China,04-08-2023 10:32:25,Sweden,information notification for attention,serious,Sweden,INFOSAN,,"China,Sweden",India,"lead  high content,polycyclic aromatic hydrocarbons sum of",A03SS,Herbal formulations and plant extracts,1,,,,
2023.5179,Contaminants,PAHs,PAH4/Benzo(a)pyrene,benzo.a.|polycyclic|PAH,,Processing contaminants,2023.5179,"dietetic foods, food supplements and fortified foods",food,Polycyclic aromatic hydrocarbons (PAHs) in food supplement Spirulina from Russia,01-08-2023 10:49:38,Latvia,information notification for follow-up,potential risk,"Germany,Latvia",Latvia,Germany,"Germany,Latvia,Russia",Russia,polycyclic aromatic hydrocarbons sum of,A03ST,"Algae based formulations (e.g. Spirulina, chlorella)",1,,,,
2023.5024,Contaminants,PAHs,PAH4/Benzo(a)pyrene,benzo.a.|polycyclic|PAH,,Processing contaminants,2023.5024,cereals and bakery products,food,Polycyclic aromatic hydrocarbons in rice wafers from Belgium,26-07-2023 10:14:21,Austria,alert notification,serious,Austria,,Belgium,"Austria,Belgium",Belgium,polycyclic aromatic hydrocarbons sum of,A006G,Extruded rice bread,1,,,,
2024.4907,Contaminants,Acrylamide,Acrylamide,acrylamide|arylamide,,Processing contaminants,2024.4907,prepared dishes and snacks,food,Acrylamide in snacks from United Kingdom,26-06-2024 16:27:45,Spain,information notification for attention,potential risk,,United Kingdom,,"Spain,United Kingdom",United Kingdom,acrylamide  high level,A0EZX,Fried or extruded cereal or root-based products,1,,,,
2024.4183,Contaminants,Acrylamide,Acrylamide,acrylamide|arylamide,,Processing contaminants,2024.4183,prepared dishes and snacks,food,Acrylamide in sweet potato chips from the Netherlands,30-05-2024 09:51:23,Germany,information notification for follow-up,potential risk,Germany,"Germany,Netherlands",Netherlands,"Germany,Netherlands",Netherlands,acrylamide  high level,A0BYV,French fries from cut potato,1,,,,
2024.4048,Contaminants,Acrylamide,Acrylamide,acrylamide|arylamide,,Processing contaminants,2024.4048,prepared dishes and snacks,food,High arylamide content in potato chips from Georgia,24-05-2024 14:24:40,Lithuania,information notification for attention,potential risk,Lithuania,,,"Georgia,Lithuania",Georgia,acrylamide  high level,A0BYV,French fries from cut potato,1,,,,
2024.3514,Contaminants,Acrylamide,Acrylamide,acrylamide|arylamide,,Processing contaminants,2024.3514,prepared dishes and snacks,food,Exceeding levels Acrylamide in baby food,02-05-2024 15:54:59,Ireland,information notification for follow-up,not serious,"Austria,Czech Republic,Hungary,Ireland,Malta,Northern Ireland,Poland,Slovakia","Austria,Czech Republic,Hungary,INFOSAN,United Kingdom","Austria,France,Ireland,Malta,Northern Ireland,Poland,Slovakia,United Kingdom","Austria,Czech Republic,Hungary,United Kingdom",France,acrylamide  high level,A03RC,Ready-to-eat meal for infants and young children,1,,,,
2024.3037,Contaminants,Acrylamide,Acrylamide,acrylamide|arylamide,,Processing contaminants,2024.3037,"cocoa and cocoa preparations, coffee and tea",food,High level of acrylamide in instant coffee from India,08-05-2024 09:13:27,Estonia,information notification for follow-up,potential risk,"Estonia,Latvia",,Latvia,"Estonia,India,Latvia",India,,A03KA,Coffee beverages,1,,,,
2024.1809,Contaminants,Acrylamide,Acrylamide,acrylamide|arylamide,,Processing contaminants,2024.1809,cereals and bakery products,food,"High level of acrylamide in crispy, extruded flatbread",12-03-2024 10:50:11,Hungary,alert notification,serious,,Germany,Germany,"Germany,Hungary",Germany,acrylamide  high level,A006R,Traditional unleavened breads,1,,,,
2024.126,Contaminants,Acrylamide,Acrylamide,acrylamide|arylamide,,Processing contaminants,2024.126,confectionery,food,High acrylamide content in biscuits from Turkey,22-02-2024 17:53:37,Slovenia,information notification for follow-up,potentially serious,"Croatia,Italy","INFOSAN,Italy","Croatia,Türkiye","Italy,Türkiye",Türkiye,acrylamide  high level,A009V,Biscuits,1,,,,
2024.0831,Contaminants,Acrylamide,Acrylamide,acrylamide|arylamide,,Processing contaminants,2024.0831,cereals and bakery products,food,wysoki poziom akryloamidu (464 +/- 79 μg/kg) w herbatnikach pochodzących z Serbii/// high level of acrylamide (464 +/- 79 μg/kg) in biscuits from Serbia,06-02-2024 17:15:09,Poland,information notification for attention,potentially serious,Poland,,,"Poland,Serbia",Serbia,acrylamide  high level,A009V,Biscuits,1,,,,
2024.0567,Contaminants,Acrylamide,Acrylamide,acrylamide|arylamide,,Processing contaminants,2024.0567,cereals and bakery products,food,przekroczony poziomu odniesienia dla obecności akryloamidu w herbatnikach z Ukrainy // exceeded Benchmark level for the presence of acrylamide (469 ± 105 µg/kg) in biscuits from Ukraine,25-01-2024 16:13:42,Poland,information notification for attention,potentially serious,Poland,"INFOSAN,Ukraine",,"Poland,Ukraine",Ukraine,acrylamide  high level,A009V,Biscuits,1,,,,
2024.0074,Contaminants,Acrylamide,Acrylamide,acrylamide|arylamide,,Processing contaminants,2024.0074,confectionery,food,High acrylamide content in cookies from Ukraine,04-01-2024 13:34:09,Lithuania,information notification for attention,potentially serious,Lithuania,"INFOSAN,Ukraine",,"Lithuania,Ukraine",Ukraine,acrylamide  high level,A009V,Biscuits,1,,,,
